id,hoard,mint,mint_uri,mint_info,count,min_count,max_count,count_info,denomination,denommenation_uri,material,material_uri,ruler,ruler_uri,type,obv_type,rev_type,countermark,intrusion,notes,sources,weight (g),rotation,diam
1,"ch1,1",Croesus,,,6,,,,"st., heavy standard",http://nomisma.org/id/stater,,,Croesus,,,,,,,,,,,
2,"ch1,2",unspecified,,,,,,,"sixth, plated",http://nomisma.org/id/sixth-unit,,,,,Raised square/incuse square,,,,,,,,,
3,"ch1,2",unspecified,,,,,,,"24th, plated",,,,,,Scorpion?,,,,,,,,,
4,"ch1,2",unspecified,,,,,,,24th,,,,,,Lion Head 1,,,,,,,,,
5,"ch1,2",unspecified,,,2,,,,48ths,,,,,,Lion Head 1,,,,,,,,,
6,"ch1,2",unspecified,,,,,,,48ths,,,,,,Horse forepart,,,,,,,,,
7,"ch1,2",unspecified,,,,,,,48ths,,,,,,Crab,,,,,,,,,
8,"ch1,2",unspecified,,,,,,,48ths,,,,,,Eagle head,,,,,,,,,
9,"ch1,2",unspecified,,,,,,,48ths,,,,,,Rosette,,,,,,,,,
10,"ch1,2",unspecified,,,10,,,,96ths,,,,,,Globule or rosette,,,,,,,,,
11,"ch1,2",unspecified,,,4,,,,24ths,,,,,,Uncertain types (EL),,,,,,,,,
12,"ch1,2",unspecified,,,11,,,,48ths,,,,,,Uncertain types (EL),,,,,,,,,
13,"ch1,2",unspecified,,,15,,,,48ths,,,,,,Uncertain types (EL),,,,,,,,,
14,"ch1,3",unspecified,,,1,,,,c. 0_92 gm. (? Phocaean ob.),,,,,,Female head/incuse square (as SNC von A 1808-12),,,,,,,,,
15,"ch1,3",unspecified,,,353,,,,c. 0.42 (? ½ ob.),,,,,,Female head/incuse square (as SNC von A 1808-12),,,,,,,,,
16,"ch1,3",unspecified,,,552,,,,c. 0.21 (? ¼ ob.),,,,,,Female head/incuse square (as SNC von A 1808-12),,,,,,,,,
17,"ch1,3",unspecified,,,50,,,,Hammered silver disks,,,,,,Unknown,,,,,,,,,
18,"ch1,3",unspecified,,,,,,,Silver scraps,,,,,,Unknown,,,,,,,,,
19,"ch1,4",Lete,https://pleiades.stoa.org/places/491651,,1,,,,st,http://nomisma.org/id/stater,,,,,early style,,,,,,,,,
20,"ch1,4",Dicaea by Abdera,https://pleiades.stoa.org/places/501399,,1,,,,st,http://nomisma.org/id/stater,,,,,(Obv. NC 1965 pl. 11.4),,,,,,,,,
21,"ch1,4",Lycia,https://pleiades.stoa.org/places/638965,,1,,,,st,http://nomisma.org/id/stater,,,,,,,,,,,,,,
22,"ch1,4",Asia Minor,https://pleiades.stoa.org/places/837,,1,,,,st,http://nomisma.org/id/stater,,,,,"horse forepart, cf. Traite pI. X11I.24",,,,,,,,,
23,"ch1,4","Salamis, Cyprus",https://pleiades.stoa.org/places/707617,,1,,,,st,http://nomisma.org/id/stater,,,Euelthon,,Euelthon,,,,,,,,,
24,"ch1,4",Cyprus incert.,https://pleiades.stoa.org/places/707498,,1,,,,st,http://nomisma.org/id/stater,,,,,Obv. foreparts of boar and lion superimposed; mi-te. Rev. winged solar disk; si-pa-lo-pi),,,,,,,,,
25,"ch1,4",Incert.,,,1,,,,st,http://nomisma.org/id/stater,,,,,lion head? 9.81 gm.,,,,,,,,,
26,"ch1,4",Incert.,,,1,,,,st,http://nomisma.org/id/stater,,,,,"head of Achelous, 10.25 gm.",,,,,,,,,
27,"ch1,4",Inccrt. Myrcinus?,,,1,,,,st,http://nomisma.org/id/stater,,,,,"stellate pattern of leave and branch, .56 gm.)",,,,,,,,,
28,"ch1,4",Incert.,,,1,,,,1 ½ st.,,,,,,"Obv. stylized bucranium. Rev. star, 5.62 gm.",,,,,,,,,
29,"ch1,5",Aegina,https://pleiades.stoa.org/places/579853,,4,,,,st,http://nomisma.org/id/stater,,,,,,,,,,,,,,
30,"ch1,5",Aegina,https://pleiades.stoa.org/places/579853,,2,,,,dr,http://nomisma.org/id/drachma,,,,,,,,,,,,,,
31,"ch1,5",Aegina,https://pleiades.stoa.org/places/579853,,1,,,,½ dr,http://nomisma.org/id/hemidrachm,,,,,,,,,,,,,,
32,"ch1,5",Aegina,https://pleiades.stoa.org/places/579853,,5,,,,obs,http://nomisma.org/id/obol,,,,,down to mill sail reverse.,,,,,,,,,
33,"ch1,6",Lycian dynasts,https://pleiades.stoa.org/places/638965,,,,,,st.,http://nomisma.org/id/stater,,,,,none,,,,,,,,,
34,"ch1,6",Lycian dynasts,https://pleiades.stoa.org/places/638965,,,,,,st.,http://nomisma.org/id/stater,,,trisceles,,trisceles,,,,,,,,,
35,"ch1,6",Lycian dynasts,https://pleiades.stoa.org/places/638965,,,,,,st.,http://nomisma.org/id/stater,,,pentasceles,,pentasceles,,,,,,,,,
36,"ch1,6",Lycian dynasts,https://pleiades.stoa.org/places/638965,,,,,,st.,http://nomisma.org/id/stater,,,,,facing hull's head,,,,,,,,,
37,"ch1,6",Lycian dynasts,https://pleiades.stoa.org/places/638965,,,,,,st.,http://nomisma.org/id/stater,,,,,facing lion's head,,,,,,,,,
38,"ch1,6",Lycian dynasts,https://pleiades.stoa.org/places/638965,,,,,,st.,http://nomisma.org/id/stater,,,,,lion head I,,,,,,,,,
39,"ch1,7",Corcyra,https://pleiades.stoa.org/places/530834,,1,,,,st.,http://nomisma.org/id/stater,,,,,,,,,,,,,,
40,"ch1,7",Eretria,https://pleiades.stoa.org/places/579925,,1,,,,tetr. Frag.,,,,,,,,,,,,,,,
41,"ch1,7",Athens,https://pleiades.stoa.org/places/579885,,1,,,,tetr.,http://nomisma.org/id/tetradrachm,,,,,Seltman grp. E,,,,,,,,,
42,"ch1,7","Salamis, Cyprus",https://pleiades.stoa.org/places/707617,,1,,,,st. frag,,,,Euelthon,,Euelthon,,,,,,,,,
43,"ch1,7",Incert.,,,1,,,,,,,,,,,,,,,,,,,
44,"ch1,7",Incert.,,,18,,,,"Ingots, frags",http://nomisma.org/id/ingot,,,,,,,,,,,,,,
45,"ch1,8",Aegina,https://pleiades.stoa.org/places/579853,,103,,,,st.,http://nomisma.org/id/stater,,,,,down to small skew,,,,,,,,,
46,"ch1,9",Gela,https://pleiades.stoa.org/places/462214,,2,,,,didr,http://nomisma.org/id/didrachm,,,,,"Jenkins 7,28 (2)",,,,,,,,,
47,"ch1,9",Gela,https://pleiades.stoa.org/places/462214,,1,,,,didr,http://nomisma.org/id/didrachm,,,,,?,,,,,,,,,
48,"ch1,9",Acragas,https://pleiades.stoa.org/places/462086,,3,,,,didr,http://nomisma.org/id/didrachm,,,,,AKRA,,,,,,,,,
49,"ch1,10",Acragas,https://pleiades.stoa.org/places/462086,,1,,,,didr,http://nomisma.org/id/didrachm,,,,,AKRA and symbol eagle I,,,,,,,,,
50,"ch1,10",Acragas,https://pleiades.stoa.org/places/462086,,3,,,,didr,http://nomisma.org/id/didrachm,,,,,Full inscr. clock- wise,,,,,,,,,
51,"ch1,10",Syracuse,https://pleiades.stoa.org/places/462503,,,,,,?,,,,,,?,,,,,,,,,
52,"ch1,11",Neapolis,https://pleiades.stoa.org/places/501523,,12,,,,st.,http://nomisma.org/id/stater,,,,,,,,,,,,,,
53,"ch1,11",Neapolis,https://pleiades.stoa.org/places/501523,,4,,,,diobs.,http://nomisma.org/id/diobol,,,,,,,,,,,,,,
54,"ch1,11",Thasos,https://pleiades.stoa.org/places/501634,,10,,,,st.,http://nomisma.org/id/stater,,,,,,,,,,,,,,
55,"ch1,11",Thasos,https://pleiades.stoa.org/places/501634,,29,,,,fractions,,,,,,,,,,,,,,,
56,"ch1,12",Aegina,https://pleiades.stoa.org/places/579853,,5,,,,st.,http://nomisma.org/id/stater,,,,,small skew,,,,,,,,,
57,"ch1,12",Aegina,https://pleiades.stoa.org/places/579853,,1,,,,st.,http://nomisma.org/id/stater,,,,,tortoise,,,,,,,,,
58,"ch1,13",Corinth,https://pleiades.stoa.org/places/570182,,21,,,,st.,http://nomisma.org/id/stater,,,,,Per.I,,,,,,,,,
59,"ch1,13",Corinth,https://pleiades.stoa.org/places/570182,,27,,,,st.,http://nomisma.org/id/stater,,,,,Per.II,,,,,,,,,
60,"ch1,13",Leucas,https://pleiades.stoa.org/places/530974,,28,,,,st.,http://nomisma.org/id/stater,,,,,,,,,,,,,,
61,"ch1,14",Aradus,https://pleiades.stoa.org/places/668197,,3,,,,,,,,,,,,,,,,,,,
62,"ch1,14",Sidon,https://pleiades.stoa.org/places/678393,,9,,,,,,,,,,,,,,,,,,,
63,"ch1,14",Persia,https://nomisma.org/id/persia,,1,,,,sigl.,http://nomisma.org/id/siglos,,,,,drawing bow,,,,,,,,,
64,"ch1,14",Edoni (Getas),https://pleiades.stoa.org/places/658457,,1,,,,,,,,,,,,,,,,,,,
65,"ch1,14",Acanthus,https://pleiades.stoa.org/places/501339,,1,,,,tetr.,http://nomisma.org/id/tetradrachm,,,,,,,,,,,,,,
66,"ch1,14",Aegina,https://pleiades.stoa.org/places/579853,,1,,,,st.,http://nomisma.org/id/stater,,,,,large skew,,,,,,,,,
67,"ch1,15",Segesta,https://pleiades.stoa.org/places/462487,,1,,,,didr,http://nomisma.org/id/didrachm,,,,,"dies of SNG II, 1173",,,,,,,,,
68,"ch1,15",Acanthus,https://pleiades.stoa.org/places/501339,,1,,,,tetr,http://nomisma.org/id/tetradrachm,,,,,frag.,,,,,,,,,
69,"ch1,15",Bisaltae,https://pleiades.stoa.org/places/491547,,1,,,,octadr,http://nomisma.org/id/octadrachm,,,,,frag.,,,,,,,,,
70,"ch1,15",Thracian Chersonese,https://nomisma.org/id/thracian_chersonesus,,1,,,,st,http://nomisma.org/id/stater,,,,,Obv. die = Jameson 1649,,,,,,,,,
71,"ch1,15",Athens,https://pleiades.stoa.org/places/579885,,16,,,,tetr,http://nomisma.org/id/tetradrachm,,,,,"post.450, mostly frags",,,,,,,,,
72,"ch1,15","Lycia, Kuprilli",https://pleiades.stoa.org/places/638965,,1,,,,st,http://nomisma.org/id/stater,,,,,Morkholm 138,,,,,,,,,
73,"ch1,15",Side,https://pleiades.stoa.org/places/639105,,1,,,,st,http://nomisma.org/id/stater,,,,,dies of Atlan 15,,,,,,,,,
74,"ch1,15",Soli,https://pleiades.stoa.org/places/707624,,1,,,,st,http://nomisma.org/id/stater,,,,,Amazon/grapes),,,,,,,,,
75,"ch1,15",Sinope,https://pleiades.stoa.org/places/857321,,65,,,,drs,http://nomisma.org/id/drachma,,,,,eagle head,,,,,,,,,
76,"ch1,15",Tarsus,https://pleiades.stoa.org/places/648789,?,1,,,,st,http://nomisma.org/id/stater,,,,,Bellerophon/Bellerophon),,,,,,,,,
77,"ch1,15",Paphos,https://pleiades.stoa.org/places/707586,“”,2,,,,st,http://nomisma.org/id/stater,,,,,dies of BMC pl.XXlI.2),,,,,,,,,
78,"ch1,15",Persia,https://nomisma.org/id/persia,,10,,,,sigl,http://nomisma.org/id/siglos,,,,,bow and spear,,,,,,,,,
79,"ch1,15",Persia,https://nomisma.org/id/persia,,7,,,,sigl,http://nomisma.org/id/siglos,,,,,bow and dagger,,,,,,,,,
80,"ch1,15",Unknown,,,29,,,,Hacksilber,,,,,,frags.,,,,,,,,,
81,"ch1,15",Persia,https://nomisma.org/id/persia,,,,,,,,,,,,jewellery,,,,,,,,,
82,"ch1,17",Thebes,https://pleiades.stoa.org/places/541138,,3,,,+,st,http://nomisma.org/id/stater,,,,,archaic,,,,,,,,,
83,"ch1,17",Thebes,https://pleiades.stoa.org/places/541138,,1,,,,st,http://nomisma.org/id/stater,,,,,Archaic - 1cmk. Ivyleaf,,,,,,,,,
84,"ch1,17",Thebes,https://pleiades.stoa.org/places/541138,,1,,,+,st,http://nomisma.org/id/stater,,,,,Shield/Dionysus head (cmk.ivyleaf),,,,,,,,,
85,"ch1,17",Thebes,https://pleiades.stoa.org/places/541138,,3,,,+,st,http://nomisma.org/id/stater,,,,,Shield/amphora (without magistrates' names),,,,,,,,,
86,"ch1,17",Haliartus,https://pleiades.stoa.org/places/540801,,1,,,,st,http://nomisma.org/id/stater,,,,,archaic,,,,,,,,,
87,"ch1,17",Haliartus,https://pleiades.stoa.org/places/540801,,3,,,+,dr,http://nomisma.org/id/drachma,,,,,,,,,,,,,,
88,"ch1,17",Orchomenos,https://pleiades.stoa.org/places/540987,,10,,,+,obs,http://nomisma.org/id/obol,,,,,corngrain/incuse),,,,,,,,,
89,"ch1,17",Orchomenos,https://pleiades.stoa.org/places/540987,,1,,,,obs,http://nomisma.org/id/obol,,,,,three corngrains,,,,,,,,,
90,"ch1,17",Pharae,https://pleiades.stoa.org/places/541040,,1,,,,st,http://nomisma.org/id/stater,,,,,archaic,,,,,,,,,
91,"ch1,17",Pharae,https://pleiades.stoa.org/places/541040,,2,,,,dr,http://nomisma.org/id/drachma,,,,,,,,,,,,,,
92,"ch1,17",Opuntii,https://pleiades.stoa.org/places/540986,,1,,,,obs,http://nomisma.org/id/obol,,,,,amphora/skew,,,,,,,,,
93,"ch1,17",Opuntii,https://pleiades.stoa.org/places/540986,,1,,,,obs,http://nomisma.org/id/obol,,,,,o,,,,,,,,,
94,"ch1,17",Opuntii,https://pleiades.stoa.org/places/540986,,1,,,,obs,http://nomisma.org/id/obol,,,,,,,,,,,,,,
95,"ch1,17",Sicyon,https://pleiades.stoa.org/places/570668,,1,,,,dr,http://nomisma.org/id/drachma,,,,,chimaera/dove),,,,,,,,,
96,"ch1,18",Chalcidian League,https://pleiades.stoa.org/places/491678,,1,,,,,,,,,,Apollo/tripod; Robinson and Clement grp.C,,,,,,,,,
97,"ch1,18",Mende,https://pleiades.stoa.org/places/501515,,1,,,,,,,,,,,,,,,,,,,
98,"ch1,18",Scione,https://pleiades.stoa.org/places/501620,,1,,,,,,,,,,,,,,,,,,,
99,"ch1,18",Terone,https://pleiades.stoa.org/places/501646,,3,,,,,,,,,,,,,,,,,,,
100,"ch1,18",Thasos,https://pleiades.stoa.org/places/501634,,1,,,,,,,,,,,,,,,,,,,
101,"ch1,18",Eretria,https://pleiades.stoa.org/places/579925,,1,,,,,,,,,,cow and calf/sepia,,,,,,,,,
102,"ch1,18",Dicaea,https://pleiades.stoa.org/places/501399,?,2,,,,,,,,,,head J./bull hd. r. inscr. Δ,,,,,,,,,
103,"ch1,18",Incert,,?,1,,,,,,,,,,horse forepart r. / Δ Τ ?,,,,,,,,,
104,"ch1,18",Incert,,?,1,,,,,,,,,,tripod/incuse,,,,,,,,,
105,"ch1,18",Incert,,?,1,,,,,,,,,,Hermes r./incuse I,,,,,,,,,
106,"ch1,18",Incert,,?,2,,,,,,,,,,head J./patterned incuse,,,,,,,,,
107,"ch1,18",Incert,,?,1,,,,,,,,,,grapes/dolphin,,,,,,,,,
108,"ch1,19",Terina,https://pleiades.stoa.org/places/452470,,1,,,,st,http://nomisma.org/id/stater,,,,,,,,,,,,,,
109,"ch1,20",Cyzicus,https://pleiades.stoa.org/places/511218,,2,,,,sixths,,,,,,v. Fritze Grp. II a,,,,,,,,,
110,"ch1,20",Cyzicus,https://pleiades.stoa.org/places/511218,,23,,,,sixths,,,,,,v. Fritze Grp. III b-c,,,,,,,,,
111,"ch1,20",Cyzicus,https://pleiades.stoa.org/places/511218,,1,,,,sixths,,,,,,,,,,,,,,,
112,"ch1,21","Azbaal, Cyprus",https://pleiades.stoa.org/places/707498,,2,,,,,,,,,,,,,,,,,,,
113,"ch1,21",Persia,https://nomisma.org/id/persia,,1,,,,sigl.,http://nomisma.org/id/siglos,,,,,,,,,,,,,,
114,"ch1,21",Celenderis,https://pleiades.stoa.org/places/648596,,44,,,,,,,,,,,,,,,,,,,
115,"ch1,21",Soli,https://pleiades.stoa.org/places/707624,,36,,,,,,,,,,,,,,,,,,,
116,"ch1,22",Phocaea,https://pleiades.stoa.org/places/550823,,30,,,+,sixths,,EL,http://nomisma.org/id/el,,,,,,,,,,,,
117,"ch1,22",Mytilene,https://pleiades.stoa.org/places/550763,,36,,,+,sixths,,EL,http://nomisma.org/id/el,,,,,,,,,,,,
118,"ch1,23",Colophon,https://pleiades.stoa.org/places/599577,,8,,,,,,,,,,head r./incuse,,,,,,,,,
119,"ch1,23",Colophon,https://pleiades.stoa.org/places/599577,,1,,,,,,,,,,head l./incuse),,,,,,,,,
120,"ch1,23",Colophon,https://pleiades.stoa.org/places/599577,,2,,,,,,,,,,facing head/incuse,,,,,,,,,
121,"ch1,23",Colophon,https://pleiades.stoa.org/places/599577,,8,,,,,,,,,,facing head/ΤΕ,,,,,,,,,
122,"ch1,23",Colophon,https://pleiades.stoa.org/places/599577,,6,,,,,,,,,,head r./ΤΕ,,,,,,,,,
123,"ch1,23",Ephesus,https://pleiades.stoa.org/places/599612,,3,,,,,,,,,,Bee/eagle head,,,,,,,,,
124,"ch1,23",Miletus,https://pleiades.stoa.org/places/599799,,4,,,,,,,,,,Lion forepart I./facing head of Heracles,,,,,,,,,
125,"ch1,23",Miletus,https://pleiades.stoa.org/places/599799,,2,,,,,,,,,,Lion forepart I./lion scalp,,,,,,,,,
126,"ch1,23",Teos,https://pleiades.stoa.org/places/550913,,10,,,,¼ obs,http://nomisma.org/id/quarter-obol,,,,,griffin head/incuse,,,,,,,,,
127,"ch1,23",Teos,https://pleiades.stoa.org/places/550913,,1,,,,one-eighth ob,http://nomisma.org/id/eighth-obol,,,,,,,,,,,,,,
128,"ch1,23",Teos,https://pleiades.stoa.org/places/550913,,1,,,,one-sixteenth ob,http://nomisma.org/id/sixteenth-obol,,,,,,,,,,,,,,
129,"ch1,23",Celenderis,https://pleiades.stoa.org/places/648596,?,1,,,,,,,,,,Pegasus forepart/goat head r.,,,,,,,,,
130,"ch1,23",Incert,,,3,,,,,,,,,,Ram head r./Apollo head r.,,,,,,,,,
131,"ch1,23",Incert,,,1,,,,,,,,,,Cock l./incuse lion head I.,,,,,,,,,
132,"ch1,23",Incert,,,1,,,,,,,,,,Eagle I.? /incuse,,,,,,,,,
133,"ch1,24",Olbia,https://pleiades.stoa.org/places/639015,,12,,,,asses,http://nomisma.org/id/as,,,,,facing head/eagle on dolphin,,,,,,,,,
134,"ch1,25",Aegina,https://pleiades.stoa.org/places/579853,,149,,,,st,http://nomisma.org/id/stater,,,,,mostly archaic types; but with a few '4th.cent 'tortoises’. Many cmkd,,,,,,,,,
135,"ch1,26",Aspendus,https://pleiades.stoa.org/places/638776,,3,,,,st,http://nomisma.org/id/stater,,,,,,,,,,,,,,
136,"ch1,26",Aspendus,https://pleiades.stoa.org/places/638776,,6,,,,sigloi,http://nomisma.org/id/siglos,,,,,,,,,,,,,,
137,"ch1,26",Persia,https://nomisma.org/id/persia,,1,,,,sigl,http://nomisma.org/id/siglos,,,,,"bow and spear. \11crnkd , sometimes repeatedly. Commonest cmks.bucranium and tnskeles.",,,,,,,,,
138,"ch1,26",Persia,https://nomisma.org/id/persia,,24,,,,sigl,http://nomisma.org/id/siglos,,,,,"bow and dagger. \11crnkd , sometimes repeatedly. Commonest cmks.bucranium and tnskeles",,,,,,,,,
139,"ch1,27",Cierium,https://pleiades.stoa.org/places/540867,,2,,,,trihemiobs,http://nomisma.org/id/trihemiobol,,,,,,,,,,,,,,
140,"ch1,27",Opuntii,https://pleiades.stoa.org/places/540986,,1,,,,st,http://nomisma.org/id/stater,,,,,,,,,,,,,,
141,"ch1,27",Opuntii,https://pleiades.stoa.org/places/540986,,1,,,,ob,http://nomisma.org/id/obol,,,,,,,,,,,,,,
142,"ch1,27",Thebes,https://pleiades.stoa.org/places/541138,,2,,,,st,http://nomisma.org/id/stater,,,,,,,,,,,,,,
143,"ch1,28",Rhoes,https://pleiades.stoa.org/places/590031,,2,,,,etr,,,,,,,,,,,,,,,
144,"ch1,28",Rhoes,https://pleiades.stoa.org/places/590031,,20,,,,didr,http://nomisma.org/id/didrachm,,,,,,,,,,,,,,
145,"ch1,28",Cos,https://pleiades.stoa.org/places/599728,,3,,,,dr,http://nomisma.org/id/drachma,,,,,Heracles/crab,,,,,,,,,
146,"ch1,28",Samos,https://pleiades.stoa.org/places/599925,,1,,,,tetr,http://nomisma.org/id/tetradrachm,,,,,,,,,,,,,,
147,"ch1,28",Samos,https://pleiades.stoa.org/places/599925,,1,,,,st,http://nomisma.org/id/stater,,,,,SYN,,,,,,,,,
148,"ch1,28",Colophon,https://pleiades.stoa.org/places/599577,,1,,,,tetr,http://nomisma.org/id/tetradrachm,,,,,Apollo/lyre -probably but not certainly from the hoard,,,,,,,,,
149,"ch1,29",Rhodes,https://pleiades.stoa.org/places/590030,,87,,,+,tetr,http://nomisma.org/id/tetradrachm,,,,,,,,,,,,,,
150,"ch1,30",Side,https://pleiades.stoa.org/places/639105,,6,,,+,st,http://nomisma.org/id/stater,,,,,,,,,,,,,,
151,"ch1,31",Byzantium,https://pleiades.stoa.org/places/520998,,,,,several,st,http://nomisma.org/id/stater,,,,,,,,,,,,,,
152,"ch1,31",Byzantium,https://pleiades.stoa.org/places/520998,,1,,,+,dr,http://nomisma.org/id/drachma,,,,,,,,,,,,,,
153,"ch1,31",Byzantium,https://pleiades.stoa.org/places/520998,,14,,,+,½  dr,http://nomisma.org/id/hemidrachm,,,,,,,,,,,,,,
154,"ch1,31",Chalcedon,https://pleiades.stoa.org/places/520988,,,,,several,st,http://nomisma.org/id/stater,,,,,,,,,,,,,,
155,"ch1,31",Chalcedon,https://pleiades.stoa.org/places/520988,,1,,,+,third,,,,,,,,,,,,,,,
156,"ch1,31",Chalcedon,https://pleiades.stoa.org/places/520988,,16,,,+,dr,http://nomisma.org/id/drachma,,,,,,,,,,,,,,
157,"ch1,31",Chalcedon,https://pleiades.stoa.org/places/520988,,6,,,+,½ dr,http://nomisma.org/id/hemidrachm,,,,,,,,,,,,,,
158,"ch1,32",Nagidus,https://pleiades.stoa.org/places/648717,,38,,,,st,http://nomisma.org/id/stater,,,,,,,,,,,,,,
159,"ch1,33",Opuntii,https://pleiades.stoa.org/places/540986,,2,,,,st,http://nomisma.org/id/stater,,,,,same dies,,,,,,,,,
160,"ch1,33",Thebes,https://pleiades.stoa.org/places/541138,,1,,,+,st,http://nomisma.org/id/stater,,,,,magistrate's name,,,,,,,,,
161,"ch1,33",Sicyon,https://pleiades.stoa.org/places/570668,,1,,,,st,http://nomisma.org/id/stater,,,,,,,,,,,,,,
162,"ch1,34",Persia,https://nomisma.org/id/persia,,160,,,+,sigl,http://nomisma.org/id/siglos,,,,,bow and spear,,,,,,,,,
163,"ch1,34",Persia,https://nomisma.org/id/persia,,413,,,+,sigl,http://nomisma.org/id/siglos,,,,,bow and dagger,,,,,,,,,
164,"ch1,35",Persia,https://nomisma.org/id/persia,,4,,,+,sigl,http://nomisma.org/id/siglos,,,,,bow and spear,,,,,,,,,
165,"ch1,35",Persia,https://nomisma.org/id/persia,,11,,,+,,,,,,,bow and dagger,,,,,,,,,
166,"ch1,36",Persia,https://nomisma.org/id/persia,,21,,,+,sigl,http://nomisma.org/id/siglos,,,,,mostly cmkd.,,,,,,,,,
167,"ch1,37",Philip II,,,39,,,,tetr,http://nomisma.org/id/tetradrachm,,,Philip II,,,,,,,,,,,
168,"ch1,37",Amphipolis,https://pleiades.stoa.org/places/501347,,3,,,,tetr,http://nomisma.org/id/tetradrachm,,,,,,,,,,,,,,
169,"ch1,37",Acanthus,https://pleiades.stoa.org/places/501339,,5,,,,tetr,http://nomisma.org/id/tetradrachm,,,Alexios,,of Alexios,,,,,,,,,
170,"ch1,37",Larissa,https://pleiades.stoa.org/places/540905,,4,,,,dr.,http://nomisma.org/id/drachma,,,,,,,,,,,,,,
171,"ch1,37",Boeotia,https://pleiades.stoa.org/places/540689,,1,,,,st,http://nomisma.org/id/stater,,,,,,,,,,,,,,
172,"ch1,37",Thebes,https://pleiades.stoa.org/places/541138,,1,,,,st,http://nomisma.org/id/stater,,,,,,,,,,,,,,
173,"ch1,37",Sicyon,https://pleiades.stoa.org/places/570668,,3,,,,st,http://nomisma.org/id/stater,,,,,,,,,,,,,,
174,"ch1,38",Alexander III,,,4,,,+,decadr,http://nomisma.org/id/decadrachm,,,Alexander III,http://nomisma.org/id/alexander_iii,,,,,,Lot A,,,,
175,"ch1,38",Babylon,https://pleiades.stoa.org/places/893951,,114,,,+,tetr,http://nomisma.org/id/tetradrachm,,,Alexander III,http://nomisma.org/id/alexander_iii,mainly of mint of Babylon,,,,,Lot A,,,,
176,"ch1,38",Alexander III,,,3,,,+,decadr,http://nomisma.org/id/decadrachm,,,Alexander III,http://nomisma.org/id/alexander_iii,'Porus',,,,,Lot B,,,,
177,"ch1,38",Alexander III,,,7,,,+,tetr,http://nomisma.org/id/tetradrachm,,,Alexander III,http://nomisma.org/id/alexander_iii,'Porus' : archcr/elephant),,,,,Lot B,,,,
178,"ch1,38",Alexander III,,,1,,,,st,http://nomisma.org/id/stater,,,Alexander III,http://nomisma.org/id/alexander_iii,'Porus' :elephant with rider/archer),,,,,Lot B,,,,
179,"ch1,38",Lion,,,9,,,+,st,http://nomisma.org/id/stater,,,,,Lion,,,,,Lot B,,,,
180,"ch1,38",Lion,,,2,,,+,st,http://nomisma.org/id/stater,,,,,Lion; fractions,,,,,Lot B,,,,
181,"ch1,38",Mesopotamia,https://nomisma.org/id/mesopotamia,,4,,,+,,,,,,,Athens imit.,,,,,Lot B,,,,
182,"ch1,38",Egypt,https://pleiades.stoa.org/places/981503,,1,,,,,,,,Artaxerxes III,,Athens imit. (Artaxerxes III),,,,,Lot B,,,,
183,"ch1,38",Egypt,https://pleiades.stoa.org/places/981503,,1,,,,,,,,Sabaces,,Athens imit. (Sabaces),,,,,Lot B,,,,
184,"ch1,38",Uncertain,,,1,,,,st,http://nomisma.org/id/stater,,,,,std. Baal/King and lion),,,,,Lot B,,,,
185,"ch1,39",Corinth,https://pleiades.stoa.org/places/570182,,5,,,,,,,,,,Pegasi,,,,,,,,,
186,"ch1,39",Ambracia,https://pleiades.stoa.org/places/530794,,1,,,,,,,,,,Pegasi,,,,,,,,,
187,"ch1,39",Anactorium,https://pleiades.stoa.org/places/530798,,1,,,,,,,,,,Pegasi,,,,,,,,,
188,"ch1,39",Dyrrhachium,https://pleiades.stoa.org/places/857107,,1,,,,,,,,,,Pegasi,,,,,,,,,
189,"ch1,39",Leucas,https://pleiades.stoa.org/places/530974,,1,,,,,,,,,,Pegasi,,,,,,,,,
190,"ch1,39",Syracuse,https://pleiades.stoa.org/places/462503,,1,,,,,,,,,,Pegasi,,,,,,,,,
191,"ch1,40",Philip II,,,13,,,,tetr,http://nomisma.org/id/tetradrachm,,,Philip II,,down to lambda group – no lambda and torch,,,,,,,,,
192,"ch1,40",Alexander III,,,19,,,,tetr,http://nomisma.org/id/tetradrachm,,,Alexander III,http://nomisma.org/id/alexander_iii,,,,,,,,,,
193,"ch1,40",Philip II,,,1,,,,tetr,http://nomisma.org/id/tetradrachm,,,Philip III,,,,,,,,,,,
194,"ch1,40",Larissa,https://pleiades.stoa.org/places/540905,,10,,,,dr,http://nomisma.org/id/drachma,,,,,,,,,,,,,,
195,"ch1,40",Thebes,https://pleiades.stoa.org/places/541138,,2,,,,st,http://nomisma.org/id/stater,,,,,,,,,,,,,,
196,"ch1,40",Opuntii,https://pleiades.stoa.org/places/540986,,2,,,,st,http://nomisma.org/id/stater,,,,,,,,,,,,,,
197,"ch1,40",Athens,https://pleiades.stoa.org/places/579885,,43,,,,tetr,http://nomisma.org/id/tetradrachm,,,,,,,,,,,,,,
198,"ch1,41",Babylon,https://pleiades.stoa.org/places/893951,,,,,?,tetr,http://nomisma.org/id/tetradrachm,,,Alexander III,http://nomisma.org/id/alexander_iii,,,,,,“several”,,,,
199,"ch1,41",Seleucia,,,,,,?,tetr,http://nomisma.org/id/tetradrachm,,,Alexander III,http://nomisma.org/id/alexander_iii,,,,,,“several”,,,,
