id,hoard,mint,mint_uri,mint_info,count,min_count,max_count,count_info,denomination,denommenation_uri,material,material_uri,ruler,ruler_uri,type,obv_type,rev_type,countermark,intrusion,notes,sources,weight (g),rotation,diam
5673,"ch8,517",,,,2,,,,tetr,http://nomisma.org/id/tetradrachm,,,Demetrius Poliorcetes,,,,,,,,,,,
5674,"ch8,517",,,,1,,,,tetr,http://nomisma.org/id/tetradrachm,,,Mithradates VI,,,,,,,,,,,
5675,"ch8,517",Macedonia,https://pleiades.stoa.org/places/491656,,1,,,,tetr,http://nomisma.org/id/tetradrachm,,,Alexander III,http://nomisma.org/id/alexander_iii,struck by Demetrius Poliorcetes,,,,,,,,,
5676,"ch8,517",Macedonia,https://pleiades.stoa.org/places/491656,,20,,,+,dr,http://nomisma.org/id/drachma,,,Alexander III,http://nomisma.org/id/alexander_iii,,,,,,,,,,
5677,"ch8,517",,,,11,,,,tetr,http://nomisma.org/id/tetradrachm,,,Antigonus,,,,,,,,,,,
5678,"ch8,517",,,,4,,,,tetr,http://nomisma.org/id/tetradrachm,,,Antigonus Doson,,,,,,,,,,,
5679,"ch8,517",,,,10,,,+,tetr,http://nomisma.org/id/tetradrachm,,,"Antiochus I, II, and III",,,,,,,,,,,
5680,"ch8,517",,,,1,,,,tetr,http://nomisma.org/id/tetradrachm,,,Seleucus,,,,,,,,,,,
5681,"ch8,517",Paros,https://pleiades.stoa.org/places/599867,,3,,,,didr,http://nomisma.org/id/didrachm,,,,,,,,,,,,,,
5682,"ch8,517",Paros,https://pleiades.stoa.org/places/599867,,10,,,+,dr,http://nomisma.org/id/drachma,,,,,,,,,,,,,,
5683,"ch8,517",Paros,https://pleiades.stoa.org/places/599867,,,,,,hemidr,http://nomisma.org/id/hemidrachm,,,,,,,,,,,,,,
5684,"ch8,517",Naxos,https://pleiades.stoa.org/places/599821,,2,,,,didr,http://nomisma.org/id/didrachm,,,,,,,,,,,,,,
5685,"ch8,517",Syros,https://pleiades.stoa.org/places/590066,,1,,,,tetr,http://nomisma.org/id/tetradrachm,,,,,,,,,,,,,,
5686,"ch8,517",Tenos,https://pleiades.stoa.org/places/590073,,1,,,,tetr,http://nomisma.org/id/tetradrachm,,,,,,,,,,,,,,
5687,"ch8,517",Lacedaemon,https://pleiades.stoa.org/places/570685,,1,,,,tetr,http://nomisma.org/id/tetradrachm,,,,,,,,,,,,,,
5688,"ch8,517",Rhodes,https://pleiades.stoa.org/places/590030,mostly,20,,,,worn fractions,,,,,,,,,,,,,,,
5689,"ch8,519",,,,,,,,tetr,http://nomisma.org/id/tetradrachm,,,Mithradates VI,,,,,,,"no details
available, but many of late style",,,,
5690,"ch8,520",Priene,https://pleiades.stoa.org/places/599905,,11,,,,,,,,,,,,,,,,,,,
5691,"ch8,520",Magnesia loniae,https://pleiades.stoa.org/places/599778,,9,,,,,,,,,,,,,,,,,,,
5692,"ch8,520",Miletus,https://pleiades.stoa.org/places/599799,,8,,,,,,,,,,,,,,,,,,,
5693,"ch8,520","Heracleia, Ionia",https://pleiades.stoa.org/places/599640,,6,,,,,,,,,,,,,,,,,,,
5694,"ch8,520",Teos,https://pleiades.stoa.org/places/550913,,4,,,,,,,,,,,,,,,,,,,
5695,"ch8,520",Ephesus,https://pleiades.stoa.org/places/599612,,2,,,,,,,,,,,,,,,,,,,
5696,"ch8,520",Erythrae,https://pleiades.stoa.org/places/550535,,2,,,,,,,,,,,,,,,,,,,
5697,"ch8,520",Samos,https://pleiades.stoa.org/places/599925,,2,,,,,,,,,,,,,,,,,,,
5698,"ch8,520",Myus,https://pleiades.stoa.org/places/599813,,1,,,,,,,,,,,,,,,,,,,
5699,"ch8,520",Phocaea,https://pleiades.stoa.org/places/550823,,1,,,,,,,,,,,,,,,,,,,
5700,"ch8,520",Pergamum,https://pleiades.stoa.org/places/550812,,4,,,,,,,,,,,,,,,,,,,
5701,"ch8,520",Cyzicus,https://pleiades.stoa.org/places/511218,,1,,,,,,,,,,,,,,,,,,,
5702,"ch8,520",lasus,https://pleiades.stoa.org/places/599664,,3,,,,,,,,,,,,,,,,,,,
5703,"ch8,520",Caunus,https://pleiades.stoa.org/places/638796,,2,,,,,,,,,,,,,,,,,,,
5704,"ch8,520",Cos,https://pleiades.stoa.org/places/599728,,2,,,,,,,,,,,,,,,,,,,
5705,"ch8,520",Bargylia,https://pleiades.stoa.org/places/599550,,1,,,,,,,,,,,,,,,,,,,
5706,"ch8,520",Nysa,https://pleiades.stoa.org/places/599832,,1,,,,,,,,,,,,,,,,,,,
5707,"ch8,520",Myrina,https://pleiades.stoa.org/places/550756,,1,,,,,,,,,,,,,,,,,,,
5708,"ch8,520",Perga,https://pleiades.stoa.org/places/639048,,3,,,,,,,,,,,,,,,,,,,
5709,"ch8,520",Uncertain,,,24,,,,,,,,,,,,,,,,,,,
5710,"ch8,521",Pergamum,https://pleiades.stoa.org/places/550812,,31,,,,cistoph,http://nomisma.org/id/cistophorus,,,,,c. 85-67 B.C,,,,,,,,,
5711,"ch8,521",Uncertain,,,5,,,,cistoph,http://nomisma.org/id/cistophorus,,,,,,,,,,,,,,
5712,"ch8,521",Ephesus,https://pleiades.stoa.org/places/599612,,3,,,,,,http://nomisma.org/id/ae,,,,c. 70-60 B.C,,,,,,,,,
5713,"ch8,522",,,,,,,,Prutah,http://nomisma.org/id/prutah,,,Hasmonean,,,,,,,,,,,
5714,"ch8,523",Seleuceia on Tigris,https://pleiades.stoa.org/places/894178,,,,,,,,,,,,Tyche/seated Zeus,,,,,,,,,
5715,"ch8,524",Rhodes,https://pleiades.stoa.org/places/590030,,,,,,,,,,,,plinthophoric; Jenkins group E,,,,,,,,,
5716,"ch8,525",Pergamum,https://pleiades.stoa.org/places/550812,,,,,,cistoph,http://nomisma.org/id/cistophorus,,,,,,,,,,,,,,
5717,"ch8,525",Ephesus,https://pleiades.stoa.org/places/599612,,,,,,cistoph,http://nomisma.org/id/cistophorus,,,,,,,,,,,,,,
5870,"ch8,588","Locris Opuntii, Chalcis, Histiaea",,,12,,,,,,http://nomisma.org/id/ae,,,,,,,,,,,,,
5718,"ch8,525",Nysa,https://pleiades.stoa.org/places/599832,,,,,,cistoph,http://nomisma.org/id/cistophorus,,,,,,,,,,,,,,
5719,"ch8,525",Tralles,https://pleiades.stoa.org/places/599987,,,,,,cistoph,http://nomisma.org/id/cistophorus,,,,,,,,,,,,,,
5720,"ch8,525",Apamea,https://pleiades.stoa.org/places/668335,,,,,,cistoph,http://nomisma.org/id/cistophorus,,,,,,,,,,,,,,
5721,"ch8,525",Laodiceia,https://pleiades.stoa.org/places/668290,,,,,,cistoph,http://nomisma.org/id/cistophorus,,,,,,,,,,,,,,
5722,"ch8,526",Ephesus,https://pleiades.stoa.org/places/599612,,18,,,,,,,,,,,,,,,,,,,
5723,"ch8,526",Pergamum,https://pleiades.stoa.org/places/550812,,57,,,,,,,,,,,,,,,,,,,
5724,"ch8,526",Laodiceia,https://pleiades.stoa.org/places/668290,,8,,,,,,,,,,,,,,,,,,,
5725,"ch8,526",Nysa,https://pleiades.stoa.org/places/599832,,2,,,,,,,,,,,,,,,,,,,
5726,"ch8,526",Apamea,https://pleiades.stoa.org/places/668335,,3,,,,,,,,,,,,,,,,,,,
5727,"ch8,526",Tralles,https://pleiades.stoa.org/places/599987,,10,,,,,,,,,,,,,,,,,,,
5728,"ch8,527",Aradus,https://pleiades.stoa.org/places/668197,,23,,,,tetr,http://nomisma.org/id/tetradrachm,,,,,"BMC 220, 231,
238,239,248,250-261,265,266
(2),268,268 var., 269, 27 L,273,
280, 283, 284 val', 286, unrecorded
(2))",,,,,,,,,
5729,"ch8,528","Lycia, Bubon",https://pleiades.stoa.org/places/638792,,1,,,,,,,,,,,,,,,,,,,
5730,"ch8,528",Perga,https://pleiades.stoa.org/places/639048,,23,,,,,,,,,,,,,,,,,,,
5731,"ch8,528",Side,https://pleiades.stoa.org/places/639105,,35,,,,,,,,,,,,,,,,,,,
5732,"ch8,528",Etenna,https://pleiades.stoa.org/places/638832,,14,,,,,,,,,,,,,,,,,,,
5733,"ch8,528",Selge,https://pleiades.stoa.org/places/639100,,7,,,,,,,,,,,,,,,,,,,
5734,"ch8,528","Syria, Tryphon",https://pleiades.stoa.org/places/1306,,1,,,,,,,,,,,,,,,,,,,
5735,"ch8,529",Dyrrhachium,https://pleiades.stoa.org/places/481818,,55,,,,dr,http://nomisma.org/id/drachma,,,,,(\\ uh names 01 officials,,,,,,,,,
5736,"ch8,529",Imitations of Dyrrhachium,,,14,,,,dr,http://nomisma.org/id/drachma,,,,,,,,,,,,,,
5737,"ch8,529",Apollonia IIlyriae,https://pleiades.stoa.org/places/481728,,4,,,,dr,http://nomisma.org/id/drachma,,,,,,,,,,,,,,
5738,"ch8,530",Epirote League,https://pleiades.stoa.org/places/530871,,11,,,,,,http://nomisma.org/id/ae,,,,"Franke 617 IT
(4))",,,,,,,,,
5739,"ch8,530",Cassope,https://pleiades.stoa.org/places/530922,,1,,,,,,http://nomisma.org/id/ae,,,,Franke 5 ff.,,,,,,,,,
5740,"ch8,530",Ambracia,https://pleiades.stoa.org/places/530794,,5,,,,,,http://nomisma.org/id/ae,,,,,,,,,,,,,
5741,"ch8,530",Illyria,https://nomisma.org/id/illyricum,,1,,,,dr,http://nomisma.org/id/drachma,,,,,,,,,,,,,,
5742,"ch8,530",Rome,https://pleiades.stoa.org/places/423025,,2,,,,denarii,http://nomisma.org/id/denarius,,,,,"Crawford, RRC 44 /3 and 544/8 with no numeral after
LEG)",,,,,,,,,
5743,"ch8,531",Aradus,https://pleiades.stoa.org/places/668197,,3,,,,tetr,http://nomisma.org/id/tetradrachm,,,,,"years 143, 162, 179 =80 B.C",,,,,,,,,
5744,"ch8,531",Laodiceia ad mare,https://pleiades.stoa.org/places/668290,,2,,,,tetr,http://nomisma.org/id/tetradrachm,,,,,"years 14, IS",,,,,,,,,
5745,"ch8,531",Laodiceia ad mare,https://pleiades.stoa.org/places/668290,,4,,,,tetr,http://nomisma.org/id/tetradrachm,,,,,year 17,,,,,,,,,
5746,"ch8,531",Laodiceia ad mare,https://pleiades.stoa.org/places/668290,,1,,,,tetr,http://nomisma.org/id/tetradrachm,,,,,Year 18,,,,,,,,,
5747,"ch8,531",Laodiceia ad mare,https://pleiades.stoa.org/places/668290,,3,,,,tetr,http://nomisma.org/id/tetradrachm,,,,,year 20),,,,,,,,,
5748,"ch8,531",Laodiceia ad mare,https://pleiades.stoa.org/places/668290,,3,,,,tetr,http://nomisma.org/id/tetradrachm,,,,,year 23,,,,,,,,,
5749,"ch8,531",Laodiceia ad mare,https://pleiades.stoa.org/places/668290,,4,,,,tetr,http://nomisma.org/id/tetradrachm,,,,,year 25,,,,,,,,,
5750,"ch8,531",Laodiceia ad mare,https://pleiades.stoa.org/places/668290,,1,,,,tetr,http://nomisma.org/id/tetradrachm,,,,,year 26,,,,,,,,,
5751,"ch8,532",Side,https://pleiades.stoa.org/places/639105,,129,,,,tetr,http://nomisma.org/id/tetradrachm,,,,,AthenaINike),,,,,"All coins whose magistrate's name can be read from display window have
KAEYX.",,,,
5752,"ch8,533",Thasos,https://pleiades.stoa.org/places/501634,,3,,,,tetr,http://nomisma.org/id/tetradrachm,,,,,,,,,,,,,,
5753,"ch8,533",Dyrrhachium,https://pleiades.stoa.org/places/481818,,208,,,,dr,http://nomisma.org/id/drachma,,,,,,,,,,,,,,
5754,"ch8,533",Rome,https://pleiades.stoa.org/places/423025,,50,,,,denarii,http://nomisma.org/id/denarius,,,roman republic,,,,,,,,,,,
5755,"ch8,534",Rhodes,https://pleiades.stoa.org/places/590030,,50,,,,hemidr,http://nomisma.org/id/hemidrachm,,,,,"plinthophoric; Jenkins, groups D and E",,,,,Perhaps other Rhodian coins,,,,
5756,"ch8,535",,,,,,,,tetr,http://nomisma.org/id/tetradrachm,,,Ptolemy XII,,85-80; 55-51,,,,,,,,,
5757,"ch8,536",,,,,,,,cistoph,http://nomisma.org/id/cistophorus,,,,,c. 190 - 53 B.C.,,,,,,,,,
5758,"ch8,537",Pergamum,https://pleiades.stoa.org/places/550812,,25,,,,cistoph,http://nomisma.org/id/cistophorus,,,,,"Lanz 307- 331= Kleiner, ANSMN 23 (1978), nos. 16, 17,25-27,29-42,44,45,
48-50)",,,,,,,,,
5759,"ch8,537",Ephesus,https://pleiades.stoa.org/places/599612,,22,,,,cistoph,http://nomisma.org/id/cistophorus,,,,,"Lanz 352-373
= Kleiner, ANSMN 18 (1973), nos. 1, 5, 45, 48-49, 52-58 (var.), 62,
64,68,69,70,72-73)",,,,,,,,,
5760,"ch8,537",Sardes,https://pleiades.stoa.org/places/550867,,1,,,,cistoph,http://nomisma.org/id/cistophorus,,,,,"Lanz 425 = not
in Kleiner, NS 14 (l977), See p. 82,
Series 13)",,,,,,,,,
5761,"ch8,537",Tralles,https://pleiades.stoa.org/places/599987,,9,,,,cistoph,http://nomisma.org/id/cistophorus,,,,,"Lanz 426-434 =
SNG vA. 3259, 8287var, 3264,
BMC48)",,,,,,,,,
5762,"ch8,537",Apamea,https://pleiades.stoa.org/places/668335,,4,,,,cistoph,http://nomisma.org/id/cistophorus,,,,,"Lanz 442-445 = Kleiner, Essays Thompson, nos. 3, 10, 29, 39)",,,,,,,,,
5763,"ch8,537",Laodiceia,https://pleiades.stoa.org/places/668290,,4,,,,cistoph,http://nomisma.org/id/cistophorus,,,,,"Lanz 446-449
=BMC 7, BMC 6 var., BMC 5, BMC -NJKoc-IKOL",,,,,,,,,
5764,"ch8,538",Panticapaeum,https://pleiades.stoa.org/places/854719,,3,,,,,,http://nomisma.org/id/ae,,,,,,,,,Pot A,,,,
5765,"ch8,538",Pharnaces,,,28,,,,,,http://nomisma.org/id/ae,,,,,,,,,Pot A,,,,
5766,"ch8,538",Asander,,,4,,,,,,http://nomisma.org/id/ae,,,,,,,,,Pot A,,,,
5767,"ch8,538",Panticapaeum,https://pleiades.stoa.org/places/854719,,1,,,,,,http://nomisma.org/id/ae,,,,,,,,,Pot B,,,,
5768,"ch8,538",Asander,,,26,,,,,,http://nomisma.org/id/ae,,,,,,,,,"Pot B; many overstruck on
Sinope and Amisus of the period of
Mithradates VI)",,,,
5769,"ch8,538",Gorgippia,https://pleiades.stoa.org/places/825265,?,1,,,,,,http://nomisma.org/id/ae,,,,,,,,,Pot B,,,,
5770,"ch8,538",Chersonesus,https://pleiades.stoa.org/places/226564,,1,,,,,,http://nomisma.org/id/ae,,,,,,,,,Pot B,,,,
5771,"ch8,538",Sinope,https://pleiades.stoa.org/places/857321,,4,,,,,,http://nomisma.org/id/ae,,,,,,,,,Pot B,,,,
5772,"ch8,538",Amastris,https://pleiades.stoa.org/places/844856,,1,,,,,,http://nomisma.org/id/ae,,,,,,,,,Pot B,,,,
5773,"ch8,538",Pontus (Amisus or Sinope?),https://pleiades.stoa.org/places/857287,,1,,,,,,http://nomisma.org/id/ae,,,,,,,,,Pot B,,,,
5774,"ch8,539",Asia (Province),https://pleiades.stoa.org/places/981509,,,,,,cistoph,http://nomisma.org/id/cistophorus,,,Rome,,,,,,,"including several issues naming proconsuls, inc. Metellus Pius Scipio of Pergamum",,,,
5775,"ch8,540",Athens,https://pleiades.stoa.org/places/579885,,3,,,,,,,,,,New Style; head of Pentheus/owl on amphora or tripod),,,,,,,,,
5776,"ch8,540",Athens,https://pleiades.stoa.org/places/579885,,1,,,,,,,,,,New Style; gorgoncion/ Athena),,,,,,,,,
5777,"ch8,541",Syracuse,https://pleiades.stoa.org/places/462503,,43,,,,,,,,,,,,,,,,,,,
5778,"ch8,541",Catana,https://pleiades.stoa.org/places/462270,,2,,,,,,,,,,,,,,,,,,,
5779,"ch8,541",Enna,https://pleiades.stoa.org/places/462236,,1,,,,,,,,,,,,,,,,,,,
5780,"ch8,541",Rhegium,https://pleiades.stoa.org/places/452416,,1,,,,,,,,,,,,,,,,,,,
5781,"ch8,542",Byzantium,https://pleiades.stoa.org/places/520998,,2,,,,tetr,http://nomisma.org/id/tetradrachm,,,Lysimachus,,,,,,,,,,,
5782,"ch8,542",Rome,https://pleiades.stoa.org/places/423025,,17,,,,denarii,http://nomisma.org/id/denarius,,,roman republic,,"70-31
B.C., Antony, 31 B.C., hardly worn)",,,,,,,,,
5783,"ch8,543",Dyrrhachium,https://pleiades.stoa.org/places/481818,,127,,,,dr,http://nomisma.org/id/drachma,,,,,,,,,,,,,,
5784,"ch8,543",Dyrrhachium,https://pleiades.stoa.org/places/481818,imitations,8,,,,,,,,,,,,,,,,,,,
5785,"ch8,543",Apollonia IIlyriae,https://pleiades.stoa.org/places/481728,,1,,,,,,,,,,,,,,,,,,,
5786,"ch8,543",Rome,https://pleiades.stoa.org/places/423025,,3,,,,denarii,http://nomisma.org/id/denarius,,,roman republic,,,,,,,,,,,
5787,"ch8,544",Tabae,https://pleiades.stoa.org/places/639125,,9,,,,dr,http://nomisma.org/id/drachma,,,,,"Robert, La Carie, G, H, 1, Land Auctiones 7,1977,270)",,,,,,,,,
5788,"ch8,544",Adramyteum,https://pleiades.stoa.org/places/550403,,1,,,,dr,http://nomisma.org/id/drachma,,,,,"von Fritze, no. 6",,,,,,,,,
5789,"ch8,545",Rhodes,https://pleiades.stoa.org/places/590030,,,,,,,,,,,,“Attic weight”,,,,,,,,,
5790,"ch8,546",Rhodes,https://pleiades.stoa.org/places/590030,,3,,,+,dr,http://nomisma.org/id/drachma,,,,,"“Attic weight”; ('\'AI 1,\A~ + ak rosrolion)",,,,,,,,,
5791,"ch8,546",Rhodes,https://pleiades.stoa.org/places/590030,,3,,,+,dr,http://nomisma.org/id/drachma,,,,,"“Attic weight”; AI'I2:TO 1,\ O~ + aphlasron)",,,,,,,,,
5792,"ch8,546",Rhodes,https://pleiades.stoa.org/places/590030,,1,,,+,dr,http://nomisma.org/id/drachma,,,,,"“Attic weight”; (,),10 Y2:10~ + lh)rsn.)",,,,,,,,,
5793,"ch8,546",Rhodes,https://pleiades.stoa.org/places/590030,,1,,,+,dr,http://nomisma.org/id/drachma,,,,,“Attic weight”; (13A2:1 \1 1')'11~ + corn car),,,,,,,,,
5794,"ch8,546",Rhodes,https://pleiades.stoa.org/places/590030,,1,,,+,dr,http://nomisma.org/id/drachma,,,,,"“Attic weight”; (corn car and palm branch, Ill)
Magistrate)",,,,,,,,,
5795,"ch8,547",Rhodes,https://pleiades.stoa.org/places/590030,,,,,,,,,,,,types 8M .146· .16J,,,,,,,,,
5796,"ch8,548",Parthia,https://pleiades.stoa.org/places/952097,,149,,,,tetr,http://nomisma.org/id/tetradrachm,,,Phraates IV,,,,,,,,,,,
5797,"ch8,548",Parthia,https://pleiades.stoa.org/places/952097,,5,,,,tetr,http://nomisma.org/id/tetradrachm,,,Tiridates,,to year 289,,,,,,,,,
5798,"ch8,549",Syria,https://pleiades.stoa.org/places/1306,,,,,,,,,,Attambelos of Characene,,,,,,,,,,,
5799,"ch8,550",Achaean League,https://pleiades.stoa.org/places/104777482,,110,,,,triob,http://nomisma.org/id/triobol,,,,,various mints),,,,,,,,,
5800,"ch8,550",Megalopolis,https://pleiades.stoa.org/places/570467,,4,,,,triob,http://nomisma.org/id/triobol,,,Arcadian League,,"cf BMC p. 176, 76-86)",,,,,,,,,
5801,"ch8,550",Argos,https://pleiades.stoa.org/places/570106,,25,,,,triob,http://nomisma.org/id/triobol,,,,,"cf. BMC p. 141 56 (2), cf. ibid p. 144, LIO (23))'",,,,,,,,,
5802,"ch8,550",Patrae,https://pleiades.stoa.org/places/570567,,6,,,,triob,http://nomisma.org/id/triobol,,,,,"cf. BMC p. 22, 2-3)",,,,,,,,,
5803,"ch8,550",Sicyon,https://pleiades.stoa.org/places/570668,,24,,,,triob,http://nomisma.org/id/triobol,,,,,"(cf. BMC p. 51, 191
ff.",,,,,,,,,
5804,"ch8,550",Rhodes,https://pleiades.stoa.org/places/590030,,96,,,,dr,http://nomisma.org/id/drachma,,,,,plinthophoric,,,,,,,,,
5805,"ch8,550",Rhodes,https://pleiades.stoa.org/places/590030,,66,,,,dr,http://nomisma.org/id/drachma,,,,,“Attic weight”,,,,,,,,,
5806,"ch8,550",Rome,https://pleiades.stoa.org/places/423025,,1,,,,,,,,Augustus,,"BMCRE vol. I, p. 91, nos. 540-3.",,,,,,,,,
5807,"ch8,551",Tyre,https://pleiades.stoa.org/places/678437,,100,,,,shekels,http://nomisma.org/id/shekel,,,,,to year 166 =A.D. 40/41),,,,,,,,,
5808,"ch8,552",Parthia,https://pleiades.stoa.org/places/952097,,,,,,,,,,,,,,,,,,,,,
5809,"ch8,553",Tyre,https://pleiades.stoa.org/places/678437,,17,,,,shekels,http://nomisma.org/id/shekel,,,,,,,,,,,,,,
5810,"ch8,553",Antioch,https://pleiades.stoa.org/places/658381,,2,,,,tetr,http://nomisma.org/id/tetradrachm,,,Nero,,,,,,,,,,,
5811,"ch8,553",Judaea,https://pleiades.stoa.org/places/687934,,7,,,,shekels,http://nomisma.org/id/shekel,,,,,lst Jewish Revolt),,,,,,,,,
5812,"ch8,554",Judaea,https://pleiades.stoa.org/places/687934,,1,,,,,,,,,,Meshorer 170,,,,,Bar Kochba,,,,
5813,"ch8,554",Judaea,https://pleiades.stoa.org/places/687934,,1,,,,,,,,,,Meshorer 171,,,,,Bar Kochba,,,,
5814,"ch8,554",Judaea,https://pleiades.stoa.org/places/687934,,11,,,,,,,,,,Meshorer 195),,,,,Bar Kochba,,,,
5815,"ch8,554",Judaea,https://pleiades.stoa.org/places/687934,,1,,,,,,,,,,Meshorer 196),,,,,Bar Kochba,,,,
5816,"ch8,554",Judaea,https://pleiades.stoa.org/places/687934,,10,,,,,,,,,,Meshorer 211,,,,,Bar Kochba,,,,
5817,"ch8,555",Judaea,https://pleiades.stoa.org/places/687934,,3,,,,tetr,http://nomisma.org/id/tetradrachm,,,,,Meshorer 179,,,,,Bar Kochba,,,,
5818,"ch8,555",Judaea,https://pleiades.stoa.org/places/687934,,5,,,,tetr,http://nomisma.org/id/tetradrachm,,,,,Meshorer 180,,,,,Bar Kochba,,,,
5819,"ch8,555",Judaea,https://pleiades.stoa.org/places/687934,,4,,,,tetr,http://nomisma.org/id/tetradrachm,,,,,Meshorer 181,,,,,Bar Kochba,,,,
5820,"ch8,555",Judaea,https://pleiades.stoa.org/places/687934,,17,,,,tetr,http://nomisma.org/id/tetradrachm,,,,,Meshorer 199,,,,,Bar Kochba,,,,
5821,"ch8,555",Judaea,https://pleiades.stoa.org/places/687934,,1,,,,tetr,http://nomisma.org/id/tetradrachm,,,,,Meshorer 200,,,,,Bar Kochba,,,,
5822,"ch8,555",Judaea,https://pleiades.stoa.org/places/687934,,1,,,,tetr,http://nomisma.org/id/tetradrachm,,,,,Meshorer 201,,,,,Bar Kochba,,,,
5823,"ch8,555",Judaea,https://pleiades.stoa.org/places/687934,,1,,,,denarii,http://nomisma.org/id/denarius,,,,,Meshorer 177,,,,,Bar Kochba,,,,
5824,"ch8,555",Judaea,https://pleiades.stoa.org/places/687934,,1,,,,denarii,http://nomisma.org/id/denarius,,,,,Meshorer 183,,,,,Bar Kochba,,,,
5825,"ch8,555",Judaea,https://pleiades.stoa.org/places/687934,,2,,,,denarii,http://nomisma.org/id/denarius,,,,,Meshorer 189,,,,,Bar Kochba,,,,
5826,"ch8,555",Judaea,https://pleiades.stoa.org/places/687934,,3,,,,denarii,http://nomisma.org/id/denarius,,,,,Meshorer 202,,,,,Bar Kochba,,,,
5827,"ch8,555",Judaea,https://pleiades.stoa.org/places/687934,,1,,,,denarii,http://nomisma.org/id/denarius,,,,,Meshorer 203,,,,,Bar Kochba,,,,
5828,"ch8,555",Judaea,https://pleiades.stoa.org/places/687934,,1,,,,denarii,http://nomisma.org/id/denarius,,,,,Meshorer 204,,,,,Bar Kochba,,,,
5829,"ch8,555",Judaea,https://pleiades.stoa.org/places/687934,,1,,,,denarii,http://nomisma.org/id/denarius,,,,,Meshorer 205,,,,,Bar Kochba,,,,
5830,"ch8,555",Judaea,https://pleiades.stoa.org/places/687934,,1,,,,denarii,http://nomisma.org/id/denarius,,,,,"Meshorer 206, but barbaric)",,,,,Bar Kochba,,,,
5831,"ch8,555",Judaea,https://pleiades.stoa.org/places/687934,,1,,,,denarii,http://nomisma.org/id/denarius,,,,,Meshorer 207,,,,,Bar Kochba,,,,
5832,"ch8,555",Judaea,https://pleiades.stoa.org/places/687934,,1,,,,denarii,http://nomisma.org/id/denarius,,,,,Meshorer 208,,,,,Bar Kochba,,,,
5833,"ch8,555",Judaea,https://pleiades.stoa.org/places/687934,,3,,,,denarii,http://nomisma.org/id/denarius,,,,,Meshorer 209,,,,,Bar Kochba,,,,
5834,"ch8,555",Judaea,https://pleiades.stoa.org/places/687934,,1,,,,,,http://nomisma.org/id/ae,,,,Meshorer 169,,,,,Bar Kochba,,,,
5835,"ch8,555",Judaea,https://pleiades.stoa.org/places/687934,,1,,,,,,http://nomisma.org/id/ae,,,,Meshorer 70-l71A va,,,,,Bar Kochba,,,,
5836,"ch8,555",Judaea,https://pleiades.stoa.org/places/687934,,3,,,,,,http://nomisma.org/id/ae,,,,Meshorer 195,,,,,Bar Kochba,,,,
5837,"ch8,555",Judaea,https://pleiades.stoa.org/places/687934,,1,,,,,,http://nomisma.org/id/ae,,,,Meshorer 211,,,,,Bar Kochba,,,,
5838,"ch8,555",Judaea,https://pleiades.stoa.org/places/687934,,1,,,,,,http://nomisma.org/id/ae,,,,Meshorer 214,,,,,Bar Kochba,,,,
5839,"ch8,555",Rome,https://pleiades.stoa.org/places/423025,,1,,,,denarii,http://nomisma.org/id/denarius,,,Trajan,,early,,,,,,,,,
5840,"ch8,556",,,,,,,,tetr,http://nomisma.org/id/tetradrachm,,,Vologases III,,"latest date
SE494 (AD 182/3)",,,,,,,,,
5841,"ch8,562",Ptolemaic,https://nomisma.org/id/ptolemaic_empire,,,,,,,,,,,,,,,,,,,,,
5842,"ch8,564",Thasos,https://pleiades.stoa.org/places/501634,,,,,,,,,,,,4th cent,,,,,,,,,
5843,"ch8,565",,,,,,,,tetr,http://nomisma.org/id/tetradrachm,,,Alexander III,http://nomisma.org/id/alexander_iii,,,,,,,,,,
5844,"ch8,565",,,,,,,,tetr,http://nomisma.org/id/tetradrachm,,,Diadochoi,,,,,,,,,,,
5845,"ch8,568",Thasos,https://pleiades.stoa.org/places/501634,,1,,,,,,,,,,,,,,,,,,,
5846,"ch8,569",Mende,https://pleiades.stoa.org/places/501515,,,,,,,,,,,,405-348 B.C,,,,,,,,,
5847,"ch8,570",,,,,,,,,,,,Alexander III,http://nomisma.org/id/alexander_iii,,,,,,,,,,
5848,"ch8,571",,,,,,,,,,,,Antigonus Gonatas or Amigonus Doson,,,,,,,,,,,
5849,"ch8,572",Thasos,https://pleiades.stoa.org/places/501634,,,,,,,,,,,,"ead of Demeter vei led to 1'./ heads of the Dioscuri 1'.; overstruck
on Heracles head/ElALl ON club and bow)",,,,,,,,,
5850,"ch8,573",,,,,,,,,,,,,,,,,,,Hellenistic Coins,,,,
5851,"ch8,574",,,,44,,,,,,,,,,Tyche head / goddess seated I. holding Nike,,,,,,,,,
5852,"ch8,575",Messene,https://pleiades.stoa.org/places/570479,,,,,,,,,,,,,,,,,,,,,
5853,"ch8,576",Amphipolis,https://pleiades.stoa.org/places/501347,,16,,,,tetr,http://nomisma.org/id/tetradrachm,,,Alexander III,http://nomisma.org/id/alexander_iii,,,,,,,,,,
5854,"ch8,576",Corinth,https://pleiades.stoa.org/places/570182,,1,,,,,,,,Alexander III,http://nomisma.org/id/alexander_iii,,,,,,,,,,
5855,"ch8,576",Odessos,https://pleiades.stoa.org/places/216904,,3,,,,,,,,Alexander III,http://nomisma.org/id/alexander_iii,,,,,,,,,,
